istilah,pengertian,undang_undang,uu,url,status
‘Uqubat,‘Uqubat adalah hukuman yang dapat dijatuhkan oleh hakim terhadap pelaku Jarimah.,Qanun Aceh Nomor 6 Tahun 2014,Hukum Jinayat,https://paralegal.id/pengertian/uqubat/,OK
Abrasi,Abrasi adalah peristiwa rusaknya pantai sebagai akibat dari hantaman ombak atau gaya air laut.,Peraturan Menteri Lingkungan Hidup dan Kehutanan Nomor 10 Tahun 2022,Penyusunan Rencana Umum Rehabilitasi Hutan dan Lahan Daerah Aliran Sungai dan Rencana Tahunan Rehabilitasi Hutan dan Lahan,https://paralegal.id/pengertian/abrasi/,OK
Acara Kenegaraan,"Acara Kenegaraan adalah acara yang diatur dan dilaksanakan oleh panitia negara secara terpusat, dihadiri oleh Presiden dan/atau Wakil Presiden, serta Pejabat Negara dan undangan lain",Undang-Undang Nomor 9 Tahun 2010,Keprotokolan,https://paralegal.id/pengertian/acara-kenegaraan/,OK
Acara Resmi,Acara Resmi adalah acara yang diatur dan dilaksanakan oleh pemerintah atau lembaga negara dalam melaksanakan tugas dan fungsi tertentu dan dihadiri oleh Pejabat Negara dan/atau Pejabat Pemerintahan serta undangan lain,Undang-Undang Nomor 9 Tahun 2010,Keprotokolan,https://paralegal.id/pengertian/acara-resmi/,OK
Account Enquiry Request,Account Enquiry Request yang selanjutnya disingkat AER adalah perintah dalam format elektronik yang digunakan sebagai dasar pemrosesan validasi informasi nasabah penerima berbasis nomor rekening.,Peraturan Anggota Dewan Gubernur Bank Indonesia Nomor 17 Tahun 2023,Penyelenggaraan Bank Indonesia-Fast Payment,https://paralegal.id/pengertian/account-enquiry-request/,OK
Aceh,"Aceh adalah daerah provinsi yang merupakan kesatuan masyarakat hukum yang bersifat istimewa dan diberi kewenangan khusus untuk mengatur dan mengurus sendiri urusan pemerintahan dan kepentingan masyarakat setempat sesuai dengan peraturan perundang-undangan dalam sistem dan prinsip Negara Kesatuan Republik Indonesia berdasarkan Undang-Undang Dasar Negara Republik Indonesia Tahun 1945, yang dipimpin oleh seorang Gubernur",Undang-Undang Nomor 11 Tahun 2006,Pemerintahan Aceh,https://paralegal.id/pengertian/aceh/,OK
Acquired Immuno-Deficiency Syndrome,Acquired Immuno-Deficiency Syndrome yang selanjutnya disingkat AIDS adalah sekumpulan gejala dan tanda infeksi yang berhubungan dengan penurunan sistem kekebalan tubuh yang didapat karena infeksi HIV.,Peraturan Menteri Kesehatan Nomor 23 Tahun 2022,"Penanggulangan Human Immunodeficiency Virus, Acquired Immuno-Deficiency Syndrome, dan Infeksi Menular Seksual",https://paralegal.id/pengertian/acquired-immuno-deficiency-syndrome/,OK
Acuan Label Gizi,Acuan Label Gizi yang selanjutnya disingkat ALG adalah acuan untuk pencantuman keterangan tentang kandungan gizi pada Label produk Pangan.,Peraturan Badan Pangan Nasional Nomor 1 Tahun 2023,Label Pangan Segar,https://paralegal.id/pengertian/acuan-label-gizi/,OK
Adaptasi Perubahan Iklim,"Adaptasi Perubahan Iklim adalah upaya yang dilakukan untuk meningkatkan kemampuan dalam menyesuaikan diri terhadap perubahan iklim, termasuk keragaman iklim dan kejadian ekstrim sehingga potensi kerusakan akibat perubahan iklim berkurang, peluang yang ditimbulkan oleh perubahan iklim dapat dimanfaatkan, dan konsekuensi yang timbul akibat perubahan iklim dapat diatasi.",Peraturan Presiden Nomor 98 Tahun 2021,Penyelenggaraan Nilai Ekonomi Karbon untuk Pencapaian Target Kontribusi yang Ditetapkan secara Nasional dan Pengendalian Emisi Gas Rumah Kaca dalam Pembangunan Nasional,https://paralegal.id/pengertian/adaptasi-perubahan-iklim/,OK
Adat,"Adat adalah kebiasaan yang diakui, dipatuhi dan dilembagakan, serta dipertahankan oleh masyarakat adat setempat secara turun-temurun",Undang-Undang Nomor 21 Tahun 2001,Otonomi Khusus bagi Provinsi Papua,https://paralegal.id/pengertian/adat/,OK
Wirausaha Pemula,Wirausaha Pemula adalah Wirausaha yang merintis usahanya menuju Wirausaha mapan dan usahanya telah terdaftar pada sistem perizinan berusaha terintegrasi secara elektronik.,Peraturan Presiden Nomor 2 Tahun 2022,Pengembangan Kewirausahaan Nasional Tahun 2021-2024,https://paralegal.id/pengertian/wirausaha-pemula/,OK
Sarana,"Sarana adalah fasilitas dalam lingkungan hunian yang berfungsi untuk mendukung penyelenggaraan dan pengembangan kehidupan sosial, budaya, dan ekonomi",Undang-Undang Nomor 1 Tahun 2011,Perumahan dan Kawasan Permukiman,https://paralegal.id/pengertian/sarana/,OK
Iklan Suplemen Kesehatan,"Iklan Suplemen Kesehatan yang selanjutnya disebut Iklan adalah setiap keterangan atau pernyataan mengenai Suplemen Kesehatan dalam bentuk gambar, tulisan, atau bentuk lain yang dilakukan dengan berbagai cara untuk pemasaran dan/atau perdagangan Suplemen Kesehatan.",Peraturan Badan Pengawas Obat dan Makanan Nomor 32 Tahun 2022,Kriteria dan Tata Laksana Registrasi Suplemen Kesehatan,https://paralegal.id/pengertian/iklan-suplemen-kesehatan/,OK
Usaha Pertanian,"Usaha Pertanian adalah bisnis di bidang pertanian, yang mencakup usaha pada simpul-simpul rantai pasok, mulai dari usaha prasarana dan sarana produksi, produksi/budi daya, penanganan pascapanen, pengolahan, dan pemasaran hasil, usaha penunjang, dan/atau usaha terkait lainnya.",Peraturan Menteri Pertanian Nomor 3 Tahun 2024,Pengembangan Kawasan Pertanian,https://paralegal.id/pengertian/usaha-pertanian/,OK
Sumber Daya Industri,"Sumber Daya Industri adalah sumber daya yang dimiliki setiap daerah berupa sumber daya manusia, sumber daya alam, teknologi Industri, kreativitas dan inovasi, sumber pembiayaan, serta bahan baku dan/atau bahan penolong.",Peraturan Pemerintah Nomor 20 Tahun 2024,Perwilayahan Industri,https://paralegal.id/pengertian/sumber-daya-industri/,OK
Adat Salingka Nagari,Adat Salingka Nagari adalah adat yang berlaku dalam suatu Nagari sesuai dengan prinsip adat yang berlaku secara umum atau adat sebatang panjang dan diwarisi secara turun-temurun di Minangkabau.,Peraturan Daerah Provinsi Sumatera Barat Nomor 7 Tahun 2018,Nagari,https://paralegal.id/pengertian/adat-salingka-nagari/,OK
Adi Widyalaya,Adi Widyalaya yang selanjutnya disingkat AW adalah Widyalaya pada jenjang pendidikan dasar yang terdiri atas 6 (enam) tingkatan kelas.,Peraturan Menteri Agama Nomor 2 Tahun 2024,Penyelenggaraan Pendidikan Widyalaya,https://paralegal.id/pengertian/adi-widyalaya/,OK
Administrasi Kependudukan,"Administrasi Kependudukan adalah rangkaian kegiatan penataan dan penertiban dalam penerbitan dokumen dan Data Kependudukan melalui Pendaftaran Penduduk, Pencatatan Sipil, pengelolaan informasi Administrasi Kependudukan serta pendayagunaan hasilnya untuk pelayanan publik dan pembangunan sektor lain",Undang-Undang Nomor 24 Tahun 2013,Perubahan atas Undang-Undang Nomor 23 Tahun 2006 tentang Administrasi Kependudukan,https://paralegal.id/pengertian/administrasi-kependudukan/,OK
Administrasi Mediasi Elektronik,"Administrasi Mediasi Elektronik adalah serangkaian proses penerimaan, pemberitahuan, resume dan/atau pengelolaan penyampaian panggilan/perkara dari Para Pihak, dokumen mediasi dengan menggunakan sistem elektronik yang berlaku di masing-masing lingkungan peradilan.",Peraturan Mahkamah Agung Nomor 3 Tahun 2022,Mediasi di Pengadilan secara Elektronik,https://paralegal.id/pengertian/administrasi-mediasi-elektronik/,OK
Administrasi Pemerintahan,Administrasi Pemerintahan adalah tata laksana dalam pengambilan keputusan dan/atau tindakan oleh badan dan/atau pejabat pemerintahan.,Undang-Undang Nomor 30 Tahun 2014,Administrasi Pemerintahan,https://paralegal.id/pengertian/administrasi-pemerintahan/,OK
Administrasi Pengajuan Upaya Hukum Kasasi dan/atau Peninjauan Kembali secara Elektronik,"Administrasi Pengajuan Upaya Hukum Kasasi dan/atau Peninjauan Kembali secara Elektronik adalah serangkaian proses pengajuan dan penerimaan upaya hukum kasasi dan/atau peninjauan kembali, penerimaan pembayaran biaya upaya hukum, penyimpanan dan pengelolaan dokumen elektronik, pengiriman dokumen elektronik perkara dari pengadilan pengaju, penerimaan dan penomoran perkara oleh Mahkamah Agung, penunjukan Majelis Hakim Agung, penunjukan Panitera/Panitera Pengganti, penetapan hari sidang, serta pengiriman salinan petikan dan/atau putusan ke Pengadilan Pengaju secara elektronik.",Peraturan Mahkamah Agung Nomor 6 Tahun 2022,Administrasi Pengajuan Upaya Hukum dan Persidangan Kasasi dan Peninjauan Kembali di Mahkamah Agung secara Elektronik,https://paralegal.id/pengertian/administrasi-pengajuan-upaya-hukum-kasasi-dan-atau-peninjauan-kembali-secara-elektronik/,OK
Administrasi Perkara,"Administrasi Perkara adalah proses pelimpahan perkara, penerimaan dan penomoran perkara, penunjukan Majelis Hakim, penunjukan Panitera/Panitera Pengganti dan Jurusita/Jurusita Pengganti, penetapan Hari sidang, penentuan cara sidang secara elektronik, penyampa1an panggilan/pemberitahuan, penyampaian dokumen keberatan, tanggapan atas keberatan, putusan/putusan sela, tuntutan, pembelaan, replik, duplik, amar putusan, petikan putusan, dan salinan putusan",Peraturan Mahkamah Agung Nomor 4 Tahun 2020,Administrasi dan Persidangan Perkara Pidana di Pengadilan secara Elektronik,https://paralegal.id/pengertian/administrasi-perkara/,OK
Administrasi Perkara secara Elektronik,"Administrasi Perkara secara Elektronik adalah serangkaian proses penerimaan gugatan/permohonan/keberatan/bantahan/perlawanan/intervensi, penerimaan pembayaran, penyampaian panggilan/pemberitahuan, jawaban, replik, duplik, simpulan, penerimaan upaya hukum, serta pengelolaan, penyampaian dan penyimpanan dokumen perkara perdata/perdata khusus/perdata agama/tata usaha militer/tata usaha negara dengan menggunakan sistem elektronik.",Peraturan Mahkamah Agung Nomor 7 Tahun 2022,Perubahan atas Peraturan Mahkamah Agung Nomor 1 Tahun 2019 tentang Administrasi Perkara dan Persidangan di Pengadilan secara Elektronik,https://paralegal.id/pengertian/administrasi-perkara-secara-elektronik/,OK
Advokat,"Advokat adalah orang yang berprofesi memberi jasa hukum, baik di dalam maupun di luar pengadilan yang memenuhi persyaratan berdasarkan ketentuan Undang-Undang ini",Undang-Undang Nomor 18 Tahun 2003,Advokat,https://paralegal.id/pengertian/advokat/,OK
Aerodrome,Aerodrome adalah kawasan di daratan dan/atau perairan dengan batas-batas tertentu yang hanya digunakan sebagai tempat pesawat udara mendarat dan lepas landas,Undang-Undang Nomor 1 Tahun 2009,Penerbangan,https://paralegal.id/pengertian/aerodrome/,OK
Rencana Induk Pengembangan Pertanahan,Rencana Induk Pengembangan Pertanahan adalah dokumen perencanaan yang memberikan gambaran keseluruhan Pengembangan Pertanahan yang akan diselenggarakan.,Peraturan Menteri Agraria dan Tata Ruang/Kepala Badan Pertanahan Nasional Nomor 18 Tahun 2024,Penyelenggaraan Pengembangan Pertanahan,https://paralegal.id/pengertian/rencana-induk-pengembangan-pertanahan/,OK
Entitas,Entitas adalah badan atau pengaturan yang menyajikan akun keuangan yang terpisah seperti partnership atau trust.,Peraturan Menteri Keuangan Nomor 136 Tahun 2024,Pengenaan Pajak Minimum Global Berdasarkan Kesepakatan Internasional,https://paralegal.id/pengertian/entitas/,OK
Pelayanan Kesehatan,"Pelayanan Kesehatan adalah segala bentuk kegiatan dan/atau serangkaian kegiatan pelayanan yang diberikan secara langsung kepada perseorangan atau masyarakat untuk memelihara dan meningkatkan derajat Kesehatan masyarakat dalam bentuk promotif, preventif, kuratif, rehabilitatif, dan/atau paliatif.",Undang-Undang Nomor 17 Tahun 2023,Kesehatan,https://paralegal.id/pengertian/pelayanan-kesehatan/,OK
Perselisihan Kepentingan,"Perselisihan Kepentingan adalah perselisihan yang timbul dalam hubungan kerja karena tidak adanya kesesuaian pendapat mengenai pembuatan, dan/atau perubahan syarat-syarat kerja yang ditetapkan dalam perjanjian kerja, atau peraturan perusahaan, atau perjanjian kerja bersama",Undang-Undang Nomor 2 Tahun 2004,Penyelesaian Perselisihan Hubungan Industrial,https://paralegal.id/pengertian/perselisihan-kepentingan/,OK
Keterangan Tidak Halal,Keterangan Tidak Halal adalah pernyataan tidak halal suatu produk.,Peraturan Presiden Nomor 6 Tahun 2023,"Sertifikasi Halal Obat, Produk Biologi, dan Alat Kesehatan",https://paralegal.id/pengertian/keterangan-tidak-halal/,OK
Aerodrome Traffic Zone (ATZ),Aerodrome Traffic Zone (ATZ) adalah suatu wilayah udara yang dibentuk dengan dimensi tertentu di mana diberikan pelayanan Aerodrome Control Tower yang berada di luar control zone (CTR).,Peraturan Menteri Perhubungan Nomor PM 9 Tahun 2022,Perubahan atas Peraturan Menteri Perhubungan Nomor PM 55 Tahun 2016 tentang Tatanan Navigasi Penerbangan Nasional,https://paralegal.id/pengertian/aerodrome-traffic-zone-atz/,OK
Aeronautical Information Publication,Aeronautical Information Publication yang selanjutnya disingkat AIP adalah buku yang dipublikasikan oleh atau di bawah kewenangan pemerintah yang berisi informasi aktual yang diperlukan bagi Navigasi Penerbangan.,Peraturan Menteri Perhubungan Nomor PM 9 Tahun 2022,Perubahan atas Peraturan Menteri Perhubungan Nomor PM 55 Tahun 2016 tentang Tatanan Navigasi Penerbangan Nasional,https://paralegal.id/pengertian/aeronautical-information-publication/,OK
Affidavit,Affidavit adalah surat keimigrasian yang dilekatkan atau disatukan pada paspor asing yang memuat keterangan sebagai anak berkewarganegaraan ganda dan memberikan fasilitas keimigrasian kepada pemegangnya berdasarkan ketentuan peraturan perundang-undangan.,Peraturan Menteri Hukum dan Hak Asasi Manusia Nomor 18 Tahun 2022,Perubahan atas Peraturan Menteri Hukum dan Hak Asasi Manusia Nomor 8 Tahun 2014 tentang Paspor Biasa dan Surat Perjalanan Laksana Paspor,https://paralegal.id/pengertian/affidavit/,OK
Afiliasi,"Afiliasi adalah hubungan antara seseorang atau badan hukum dengan satu orang atau lebih, atau badan hukum lain, sedemikian rupa sehingga salah satu dari mereka dapat mempengaruhi pengelolaan atau kebijakan dari orang yang lain atau badan hukum yang lain atau sebaliknya.",Undang-Undang Nomor 40 Tahun 2014,Perasuransian,https://paralegal.id/pengertian/afiliasi/,OK
Agen,Agen adalah Pelaku Usaha Distribusi yang bertindak sebagai perantara untuk dan atas nama pihak yang menunjuknya berdasarkan perjanjian dengan imbalan Komisi untuk melakukan kegiatan pemasaran Barang tanpa memiliki dan/atau menguasai Barang yang dipasarkan.,Peraturan Pemerintah Nomor 29 Tahun 2021,Penyelenggaraan Bidang Perdagangan,https://paralegal.id/pengertian/agen/,OK
Agen Asuransi,"Agen Asuransi adalah orang yang bekerja sendiri atau bekerja pada badan usaha, yang bertindak untuk dan atas nama Perusahaan Asuransi atau Perusahaan Asuransi Syariah dan memenuhi persyaratan untuk mewakili Perusahaan Asuransi atau Perusahaan Asuransi Syariah memasarkan produk asuransi atau produk asuransi syariah.",Undang-Undang Nomor 40 Tahun 2014,Perasuransian,https://paralegal.id/pengertian/agen-asuransi/,OK
Agen Elektronik,Agen Elektronik adalah perangkat dari suatu Sistem Elektronik yang dibuat untuk melakukan suatu tindakan terhadap suatu Informasi Elektronik tertentu secara otomatis yang diselenggarakan oleh Orang.,Undang-Undang Nomor 19 Tahun 2016,Perubahan atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik,https://paralegal.id/pengertian/agen-elektronik/,OK
Agen Laku Pandai,"Agen Laku Pandai adalah pihak yang bekerja sama dengan Bank penyelenggara Laku Pandai dan menjadi kepanjangan tangan Bank dalam menyediakan layanan perbankan kepada masyarakat sesuai yang diperjanjikan, untuk mewujudkan keuangan inklusif.",Peraturan Otoritas Jasa Keuangan Nomor 1/POJK.03/2022,Layanan Keuangan Tanpa Kantor dalam rangka Keuangan Inklusif,https://paralegal.id/pengertian/agen-laku-pandai/,OK
Agen Pengadaan,Agen Pengadaan adalah UKPBJ atau Pelaku Usaha yang melaksanakan sebagian atau seluruh pekerjaan Pengadaan Barang/Jasa yang diberi kepercayaan oleh Kementerian/Lembaga/Perangkat Daerah sebagai pihak pemberi pekerjaan.,Peraturan Presiden Nomor 46 Tahun 2025,Perubahan Kedua atas Peraturan Presiden Nomor 16 Tahun 2018 tentang Pengadaan Barang/Jasa Pemerintah,https://paralegal.id/pengertian/agen-pengadaan/,OK
Agen Penjual Efek Reksa Dana,Agen Penjual Efek Reksa Dana adalah Pihak yang melakukan penjualan Efek Reksa Dana berdasarkan kontrak kerja sama dengan Manajer Investasi pengelola Reksa Dana.,Peraturan Otoritas Jasa Keuangan Nomor 39/POJK.04/2014,Agen Penjual Efek Reksa Dana,https://paralegal.id/pengertian/agen-penjual-efek-reksa-dana/,OK
Tanah Ulayat Nagari,Tanah Ulayat Nagari atau disebut dengan nama lain adalah bidang Tanah Ulayat yang dikuasai langsung oleh Nagari yang dimanfaatkan untuk sebesar-besarnya kemakmuran masyarakat Nagari.,Peraturan Daerah Provinsi Sumatera Barat Nomor 7 Tahun 2023,Tanah Ulayat,https://paralegal.id/pengertian/tanah-ulayat-nagari/,OK
Taksi Alsintan,Taksi Alsintan adalah kegiatan model tata kelola usaha jasa Alsintan dengan sistem jasa sewa atau kepemilikan Alsintan dengan dukungan pemanfaatan teknologi informasi untuk penguatan usaha/bisnis kelembagaan pengelola Alsintan.,Peraturan Menteri Koordinator Bidang Perekonomian Nomor 3 Tahun 2023,Pedoman Pelaksanaan Kredit Usaha Alat dan Mesin Pertanian,https://paralegal.id/pengertian/taksi-alsintan/,OK
Kas Negara,Kas Negara adalah tempat penyimpanan uang negara yang ditentukan oleh Menteri Keuangan selaku Bendahara Umum Negara untuk menampung seluruh penerimaan negara dan membayar seluruh pengeluaran negara.,Undang-Undang Nomor 1 Tahun 2004,Perbendaharaan Negara,https://paralegal.id/pengertian/kas-negara/,OK
Kawasan Transmigrasi,Kawasan Transmigrasi adalah kawasan budidaya yang memiliki fungsi sebagai permukiman dan tempat usaha masyarakat dalam satu sistem pengembangan berupa wilayah pengembangan transmigrasi atau lokasi Permukiman Transmigrasi,Undang-Undang Nomor 29 Tahun 2009,Perubahan atas Undang-Undang Nomor 15 Tahun 1997 tentang Ketransmigrasian,https://paralegal.id/pengertian/kawasan-transmigrasi/,OK
Peredaran Pangan,"Peredaran Pangan adalah setiap kegiatan atau serangkaian kegiatan dalam rangka penyaluran Pangan kepada masyarakat, baik diperdagangkan maupun tidak",Undang-Undang Nomor 18 Tahun 2012,Pangan,https://paralegal.id/pengertian/peredaran-pangan/,OK
Agensia Hayati,"Agensia Hayati adalah setiap organisme yang dapat digunakan untuk keperluan pengendalian hama penyakit hewan, ikan, atau organisme pengganggu tumbuhan, proses produksi, dan pengolahan hasil pertanian untuk keperluan industri, kesehatan, dan lingkungan",Undang-Undang Nomor 21 Tahun 2019,"Karantina Hewan, Ikan, dan Tumbuhan",https://paralegal.id/pengertian/agensia-hayati/,OK
Aglomerasi Pabrik,"Aglomerasi Pabrik adalah pengumpulan atau pemusatan Pabrik dalam suatu tempat, lokasi, atau kawasan tertentu.",Peraturan Menteri Keuangan Nomor 22 Tahun 2023,Aglomerasi Pabrik Hasil Tembakau,https://paralegal.id/pengertian/aglomerasi-pabrik/,OK
Agregasi,"Agregasi adalah aktivitas untuk menjalankan kegiatan usaha yang meliputi penghimpunan, penyaringan dan/atau pembandingan informasi produk dan/atau layanan jasa keuangan antar LJK dan/atau antar pihak yang melakukan kegiatan pada sektor jasa keuangan.",Peraturan Otoritas Jasa Keuangan Nomor 4 Tahun 2025,Penyelenggara Agregasi Jasa Keuangan,https://paralegal.id/pengertian/agregasi/,OK
Agregasi Barang,"Agregasi Barang adalah proses kegiatan yang mencakup pengemasan ulang, bantuan pengelolaan, penyediaan gudang, dan kegiatan lain yang membuat Pedagang (Merchant) tidak langsung mengirimkan barangnya kepada konsumen.",Peraturan Menteri Perdagangan Nomor 31 Tahun 2023,"Perizinan Berusaha, Periklanan, Pembinaan, dan Pengawasan Pelaku Usaha dalam Perdagangan melalui Sistem Elektronik",https://paralegal.id/pengertian/agregasi-barang/,OK
Agroforestri,"Agroforestri adalah optimalisasi pemanfaatan lahan dengan sistem kombinasi tanaman berkayu, buah-buahan, atau tanaman semusim sehingga terbentuk interaksi ekologis dan ekonomis di antara komponen penyusunnya.",Peraturan Menteri Lingkungan Hidup dan Kehutanan Nomor 10 Tahun 2022,Penyusunan Rencana Umum Rehabilitasi Hutan dan Lahan Daerah Aliran Sungai dan Rencana Tahunan Rehabilitasi Hutan dan Lahan,https://paralegal.id/pengertian/agroforestri/,OK
Agunan,Agunan adalah jaminan tambahan yang diserahkan Nasabah Debitur kepada bank dalam rangka pemberian fasilitas kredit atau pembiayaan berdasarkan Prinsip Syariah,Undang-Undang Nomor 10 Tahun 1998,Perubahan atas Undang-Undang Nomor 7 Tahun 1992 tentang Perbankan,https://paralegal.id/pengertian/agunan/,OK
Agunan Yang Diambil Alih,"Agunan Yang Diambil Alih yang selanjutnya disingkat AYDA adalah aset yang diperoleh LPEI, baik melalui pelelangan maupun di luar pelelangan berdasarkan penyerahan secara sukarela oleh pemilik agunan dalam hal peminjam tidak memenuhi kewajibannya kepada LPEI.",Peraturan Otoritas Jasa Keuangan Nomor 9/POJK.05/2022,Pengawasan Lembaga Pembiayaan Ekspor Indonesia,https://paralegal.id/pengertian/agunan-yang-diambil-alih/,OK
Ahli,Ahli adalah seorang yang memiliki keahlian tentang hal yang diperlukan guna kepentingan Penyelidikan dan/atau Pemeriksaan mengenai dugaan pelanggaran Undang-Undang.,Peraturan Komisi Pengawas Persaingan Usaha Nomor 2 Tahun 2023,Tata Cara Penanganan Perkara Praktik Monopoli dan Persaingan Usaha Tidak Sehat,https://paralegal.id/pengertian/ahli/,OK
Air,"Air adalah semua air yang terdapat pada, di atas, ataupun di bawah permukaan tanah, termasuk dalam pengertian ini air permukaan, air tanah, air hujan, dan air laut yang berada di darat",Undang-Undang Nomor 17 Tahun 2019,Sumber Daya Air,https://paralegal.id/pengertian/air/,OK
Air Baku,Air Baku adalah Air yang berasal dari Air Tanah yang telah diambil dari sumbernya dan telah siap untuk dimanfaatkan.,Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 5 Tahun 2024,Pedoman Penetapan Nilai Perolehan Air Tanah,https://paralegal.id/pengertian/air-baku/,OK
Keuangan Haji,"Keuangan Haji adalah semua hak dan kewajiban Pemerintah yang dapat dinilai dengan uang terkait dengan penyelenggaraan ibadah haji serta semua kekayaan dalam bentuk uang atau barang yang dapat dinilai dengan uang sebagai akibat pelaksanaan hak dan kewajiban tersebut, baik yang bersumber dari jemaah haji maupun sumber lain yang sah dan tidak mengikat.",Undang-Undang Nomor 34 Tahun 2014,Pengelolaan Keuangan Haji,https://paralegal.id/pengertian/keuangan-haji/,OK
Wilayah Indikatif Hutan Adat,Wilayah Indikatif Hutan Adat adalah wilayah Hutan Adat yang berada pada Kawasan Hutan Negara yang belum memperoleh produk hukum dalam bentuk Peraturan Daerah namun wilayahnya telah ditetapkan oleh bupati/walikota.,Peraturan Pemerintah Nomor 23 Tahun 2021,Penyelenggaraan Kehutanan,https://paralegal.id/pengertian/wilayah-indikatif-hutan-adat/,OK
Pembangunan Kebun Raya,Pembangunan Kebun Raya adalah kegiatan mendirikan Kebun Raya baru dan/atau merevitalisasi Kebun Raya yang sudah ada.,Peraturan Presiden Nomor 83 Tahun 2023,Penyelenggaraan Kebun Raya,https://paralegal.id/pengertian/pembangunan-kebun-raya/,OK
Sertifikat Elektronik,Sertifikat Elektronik adalah sertifikat yang bersifat elektronik yang memuat Tanda Tangan Elektronik dan identitas yang menunjukkan status subjek hukum para pihak dalam Transaksi Elektronik yang dikeluarkan oleh Penyelenggara Sertifikasi Elektronik.,Undang-Undang Nomor 19 Tahun 2016,Perubahan atas Undang-Undang Nomor 11 Tahun 2008 tentang Informasi dan Transaksi Elektronik,https://paralegal.id/pengertian/sertifikat-elektronik/,OK
Anak Asuh,"Anak Asuh adalah Anak yang diasuh oleh seseorang atau lembaga untuk diberikan bimbingan, pemeliharaan, perawatan, pendidikan, dan kesehatan karena Orang Tuanya atau salah satu Orang Tuanya tidak mampu menjamin tumbuh kembang Anak secara wajar",Undang-Undang Nomor 35 Tahun 2014,Perubahan atas Undang-Undang Nomor 23 Tahun 2002 tentang Perlindungan Anak,https://paralegal.id/pengertian/anak-asuh/,OK
Air Demineral,"Air Demineral adalah AMDK yang diperoleh melalui proses pemurnian secara distilasi, deionisasi, reverse osmosis (RO), dan/atau proses setara lainnya, dengan atau tanpa penambahan oksigen (O2) atau karbon dioksida (CO2).",Peraturan Menteri Perindustrian Nomor 62 Tahun 2024,Pemberlakuan Standar Nasional Indonesia untuk Air Minum dalam Kemasan Secara Wajib,https://paralegal.id/pengertian/air-demineral/,OK
Air Hujan,Air Hujan adalah bagian dari air di alam yang berasal dari partikel air di angkasa dan jatuh ke bumi.,Peraturan Menteri Pekerjaan Umum dan Perumahan Rakyat Nomor 4 Tahun 2022,Penyelenggaraan Bantuan Akuifer Buatan Simpanan Air Hujan,https://paralegal.id/pengertian/air-hujan/,OK
Air Kolam Renang,"Air Kolam Renang adalah air yang telah diolah yang dilengkapi dengan fasilitas kenyamanan dan pengamanan berupa konstruksi kolam baik yang terletak di dalam maupun di luar bangunan yang digunakan untuk berenang, rekreasi, atau olahraga air lainnya.",Peraturan Menteri Kesehatan Nomor 2 Tahun 2023,Peraturan Pelaksanaan Peraturan Pemerintah Nomor 66 Tahun 2014 tentang Kesehatan Lingkungan,https://paralegal.id/pengertian/air-kolam-renang/,OK
Air Laut,"Air Laut adalah air yang berasal dari Laut atau samudera yang memiliki salinitas 0,5 sampai dengan 3O practical salinity unit (psu) atau lebih dari 30 psu.",Peraturan Pemerintah Nomor 22 Tahun 2021,Penyelenggaraan Perlindungan dan Pengelolaan Lingkungan Hidup,https://paralegal.id/pengertian/air-laut/,OK
Air Limbah,Air Limbah adalah air yang berasal dari suatu proses dalam suatu kegiatan.,Peraturan Menteri Lingkungan Hidup dan Kehutanan Nomor 14 Tahun 2024,Penyelenggaraan Pengawasan dan Sanksi Administratif Bidang Lingkungan Hidup,https://paralegal.id/pengertian/air-limbah/,OK
Air Mineral,"Air Mineral adalah AMDK yang mengandung mineral dalam jumlah tertentu tanpa menambahkan mineral, dengan atau tanpa penambahan oksigen (O2) atau karbon dioksida (CO2)",Peraturan Menteri Perindustrian Nomor 62 Tahun 2024,Pemberlakuan Standar Nasional Indonesia untuk Air Minum dalam Kemasan Secara Wajib,https://paralegal.id/pengertian/air-mineral/,OK
Air Mineral Alami,"Air Mineral Alami adalah AMDK yang diperoleh langsung dari sumber air alami atau hasil pengeboran sumur dalam dengan proses terkendali untuk menghindari pencemaran atau pengaruh luar terhadap sifat kimia, fisika, dan mikrobiologi air.",Peraturan Menteri Perindustrian Nomor 62 Tahun 2024,Pemberlakuan Standar Nasional Indonesia untuk Air Minum dalam Kemasan Secara Wajib,https://paralegal.id/pengertian/air-mineral-alami/,OK
Air Minum,Air Minum adalah air yang melalui pengolahan atau tanpa pengolahan yang memenuhi syarat kesehatan dan dapat langsung diminum,Undang-Undang Nomor 17 Tahun 2019,Sumber Daya Air,https://paralegal.id/pengertian/air-minum/,OK
Air Minum Dalam Kemasan,"Air Minum Dalam Kemasan yang selanjutnya disingkat AMDK adalah air yang telah diproses, tanpa bahan pangan lainnya dan bahan tambahan pangan, dikemas, serta aman untuk diminum.",Peraturan Menteri Perindustrian Nomor 62 Tahun 2024,Pemberlakuan Standar Nasional Indonesia untuk Air Minum dalam Kemasan Secara Wajib,https://paralegal.id/pengertian/air-minum-dalam-kemasan/,OK
