istilah,pengertian,undang_undang,uu,url,status
Koperasi Transmigran,"Koperasi Transmigran adalah koperasi yang didirikan oleh dan beranggotakan Transmigran, serta melaksanakan kegiatan usaha di bidang pola usaha pokok.","Peraturan Menteri Desa, Pembangunan Daerah Tertinggal, dan Transmigrasi Nomor 4 Tahun 2024",Bentuk Pelaksanaan Penanaman Modal dan Tata Cara Pemberian Izin Penanaman Modal di Kawasan Transmigrasi,https://paralegal.id/pengertian/koperasi-transmigran/,OK
Korban,"Korban adalah seseorang yang mengalami penderitaan fisik, mental, dan/atau kerugian ekonomi yang diakibatkan oleh suatu tindak pidana.",Undang-Undang Nomor 3 Tahun 2026,Pelindungan Saksi dan Korban,https://paralegal.id/pengertian/korban/,OK
Korban Penyalahgunaan Narkotika,"Korban Penyalahgunaan Narkotika adalah seseorang yang tidak sengaja menggunakan narkotika karena dibujuk, diperdaya, ditipu, dipaksa, dan/atau diancam untuk menggunakan narkotika.",Peraturan Badan Narkotika Nasional Nomor 6 Tahun 2022,Penyelenggaraan Rehabilitasi Berkelanjutan,https://paralegal.id/pengertian/korban-penyalahgunaan-narkotika/,OK
Korban Tindak Pidana Terorisme,"Korban Tindak Pidana Terorisme yang selanjutnya disebut Korban adalah seseorang yang mengalami penderitaan fisik, mental, dan/atau kerugian ekonomi yang diakibatkan oleh suatu Tindak Pidana Terorisme",Undang-Undang Nomor 5 Tahun 2018,Perubahan atas Undang-Undang Nomor 15 Tahun 2003 tentang Penetapan Peraturan Pemerintah Pengganti Undang-Undang Nomor 1 Tahun 2002 tentang Pemberantasan Tindak Pidana Terorisme menjadi Undang-Undang,https://paralegal.id/pengertian/korban-tindak-pidana-terorisme/,OK
Korek Api,"Korek Api adalah alat penghasil api yang dioperasikan secara manual, menggunakan turunan petrokimia sebagai bahan bakar, biasanya digunakan untuk menyalakan rokok, cerutu dan yang mungkin dapat digunakan untuk menyalakan bahan seperti kertas, lilin dan lentera.",Peraturan Menteri Perindustrian Nomor 51 Tahun 2024,Pemberlakuan Standar Nasional Indonesia untuk Korek Api secara Wajib,https://paralegal.id/pengertian/korek-api/,OK
Koreksi Geometrik,Koreksi Geometrik adalah proses untuk memperbaiki posisi/koordinat data sehingga sesuai dengan posisi di permukaan bumi.,Peraturan Pemerintah Nomor 11 Tahun 2018,Tata Cara Penyelenggaraan Kegiatan Penginderaan Jauh,https://paralegal.id/pengertian/koreksi-geometrik/,OK
Koreksi Radiometrik,"Koreksi Radiometrik adalah proses untuk memperbaiki nilai intensitas pada data yang diakibatkan oleh efek sudut dan posisi matahari saat pencitraan, topografi permukaan bumi, kondisi atmosfer, dan/atau sensor.",Peraturan Pemerintah Nomor 11 Tahun 2018,Tata Cara Penyelenggaraan Kegiatan Penginderaan Jauh,https://paralegal.id/pengertian/koreksi-radiometrik/,OK
Koridor Ekonomi,"Koridor Ekonomi adalah sekumpulan pusat pelayanan kegiatan dalam suatu wilayah geografis yang saling terhubung dalam satu jaringan Infrastruktur terintegrasi yang dimaksudkan untuk mendorong perkembangan kegiatan perekonomian, menarik investasi, dan/atau menciptakan simpul-simpul kegiatan ekonomi baru.",Peraturan Presiden Nomor 79 Tahun 2024,Pendanaan Penyediaan Infrastruktur melalui Pengelolaan Perolehan Peningkatan Nilai Kawasan,https://paralegal.id/pengertian/koridor-ekonomi/,OK
Kecelakaan Transportasi,"Kecelakaan Transportasi adalah peristiwa atau kejadian pengoperasian sarana Transportasi yang mengakibatkan kerusakan sarana Transportasi, korban jiwa, dan/atau kerugian harta benda.",Peraturan Presiden Nomor 102 Tahun 2022,Komite Nasional Keselamatan Transportasi,https://paralegal.id/pengertian/kecelakaan-transportasi/,OK
Sidang Tera Ulang,"Sidang Tera Ulang adalah pelaksanaan kegiatan Tera Ulang terhadap Alat Ukur, Alat Takar, Alat Timbang, dan Alat Perlengkapan yang dikumpulkan di suatu tempat tertentu atau kegiatan layanan Tera Ulang keliling yang dikelola oleh unit metrologi legal.",Peraturan Menteri Perdagangan Nomor 24 Tahun 2024,"Kegiatan Tera dan Tera Ulang Alat Ukur, Alat Takar, Alat Timbang, dan Alat Perlengkapan Metrologi Legal",https://paralegal.id/pengertian/sidang-tera-ulang/,OK
Tahun Pajak,Tahun Pajak adalah jangka waktu 1 (satu) tahun kalender kecuali bila Wajib Pajak menggunakan tahun buku yang tidak sama dengan tahun kalender,Undang-Undang Nomor 28 Tahun 2007,Perubahan Ketiga atas Undang-Undang Nomor 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan,https://paralegal.id/pengertian/tahun-pajak/,OK
Pedagang (Merchant),"Pedagang (Merchant) adalah Pelaku Usaha yang melakukan PMSE dengan sarana yang dibuat dan dikelola sendiri secara langsung atau melalui sarana milik pihak PPMSE, atau Sistem Elektronik lainnya yang menyediakan sarana PMSE.",Peraturan Menteri Perdagangan Nomor 31 Tahun 2023,"Perizinan Berusaha, Periklanan, Pembinaan, dan Pengawasan Pelaku Usaha dalam Perdagangan melalui Sistem Elektronik",https://paralegal.id/pengertian/pedagang-merchant/,OK
Kapalo Nagari,Kapalo Nagari atau yang disebut dengan nama lain adalah Pemimpin Pemerintah Nagari.,Peraturan Daerah Provinsi Sumatera Barat Nomor 7 Tahun 2018,Nagari,https://paralegal.id/pengertian/kapalo-nagari/,OK
Korporasi,"Korporasi adalah kumpulan orang dan/atau kekayaan yang terorganisasi, baik merupakan badan hukum maupun bukan badan hukum",Undang-Undang Nomor 9 Tahun 2013,Pencegahan dan Pemberantasan Tindak Pidana Pendanaan Terorisme,https://paralegal.id/pengertian/korporasi/,OK
Korporasi Petani,"Korporasi Petani adalah Kelembagaan Ekonomi Petani berbadan hukum yang dibangun melalui konsolidasi Petani dan Usaha Pertanian untuk meningkatkan nilai tambah, daya saing, dan kesejahteraan Petani.",Peraturan Menteri Pertanian Nomor 3 Tahun 2024,Pengembangan Kawasan Pertanian,https://paralegal.id/pengertian/korporasi-petani/,OK
Kosmetik,"Kosmetik adalah bahan atau sediaan yang dimaksudkan untuk digunakan pada bagian luar tubuh manusia seperti epidermis, rambut, kuku, bibir, dan organ genital bagian luar, atau gigi dan membran mukosa mulut, terutama untuk membersihkan, mewangikan, mengubah penampilan dan/atau memperbaiki bau badan, atau melindungi atau memelihara tubuh pada kondisi baik.",Peraturan Pemerintah Nomor 28 Tahun 2024,Peraturan Pelaksanaan Undang-Undang Nomor 17 Tahun 2023 tentang Kesehatan,https://paralegal.id/pengertian/kosmetik/,OK
Kosmetik Isi Ulang,Kosmetik Isi Ulang adalah Kosmetik yang dikemas kembali ke dalam wadah sesuai dengan permintaan konsumen yang dilakukan di fasilitas isi ulang Kosmetik.,Peraturan Badan Pengawas Obat dan Makanan Nomor 12 Tahun 2023,Pengawasan Pembuatan dan Peredaran Kosmetik,https://paralegal.id/pengertian/kosmetik-isi-ulang/,OK
Kosmetika,"Kosmetika adalah bahan atau sediaan yang dimaksudkan untuk digunakan pada bagian luar tubuh manusia seperti epidermis, rambut, kuku, bibir dan organ genital bagian luar, atau gigi dan membran mukosa mulut terutama untuk membersihkan, mewangikan, mengubah penampilan dan/atau memperbaiki bau badan atau melindungi atau memelihara tubuh pada kondisi baik",Peraturan Badan Pengawas Obat dan Makanan Nomor 33 Tahun 2021,Sertifikasi Cara Pembuatan Kosmetika yang Baik,https://paralegal.id/pengertian/kosmetika/,OK
Kosmetika Dalam Negeri,Kosmetika Dalam Negeri adalah Kosmetika yang dibuat dan dikemas oleh industri Kosmetika di dalam negeri atau dibuat di luar negeri namun dikemas dalam kemasan primer oleh industri Kosmetika di dalam negeri.,Peraturan Badan Pengawas Obat dan Makanan Nomor 21 Tahun 2022,Tata Cara Pengajuan Notifikasi Kosmetika,https://paralegal.id/pengertian/kosmetika-dalam-negeri/,OK
Kosmetika Impor,"Kosmetika Impor adalah Kosmetika yang dibuat oleh industri Kosmetika di luar negeri, paling sedikit dalam kemasan primer.",Peraturan Badan Pengawas Obat dan Makanan Nomor 21 Tahun 2022,Tata Cara Pengajuan Notifikasi Kosmetika,https://paralegal.id/pengertian/kosmetika-impor/,OK
Kosmetika Kontrak,Kosmetika Kontrak adalah Kosmetika yang pembuatannya dilimpahkan kepada industri Kosmetika berdasarkan kontrak.,Peraturan Badan Pengawas Obat dan Makanan Nomor 21 Tahun 2022,Tata Cara Pengajuan Notifikasi Kosmetika,https://paralegal.id/pengertian/kosmetika-kontrak/,OK
Kota Global,"Kota Global adalah kota yang menyelenggarakan kegiatan internasional di bidang perdagangan, investasi, bisnis, pariwisata, kebudayaan, pendidikan, kesehatan, dan menjadi lokasi kantor pusat perusahaan dan lembaga baik nasional, regional, maupun internasional, serta menjadi pusat produksi produk strategis internasional, sehingga menciptakan nilai ekonomi yang besar, baik bagi kota yang bersangkutan maupun bagi daerah sekitar.",Undang-Undang Nomor 2 Tahun 2024,Provinsi Daerah Khusus Jakarta,https://paralegal.id/pengertian/kota-global/,OK
Kotak Suara Keliling,"Kotak Suara Keliling yang selanjutnya disingkat KSK adalah pelayanan pemungutan suara bagi Pemilih yang dilakukan oleh PPLN dengan cara mendatangi tempat-tempat Pemilih berkumpul, bekerja, dan/atau bertempat tinggal dalam satu kawasan.",Peraturan Komisi Pemilihan Umum Nomor 7 Tahun 2022,Penyusunan Daftar Pemilih dalam Penyelenggaraan Pemilihan Umum dan Sistem Informasi Data Pemilih,https://paralegal.id/pengertian/kotak-suara-keliling/,OK
Penyedia Jasa Pembayaran,Penyedia Jasa Pembayaran yang selanjutnya disingkat PJP adalah Bank atau Lembaga Selain Bank yang menyediakan jasa untuk memfasilitasi transaksi pembayaran kepada pengguna jasa,Peraturan Bank Indonesia Nomor 22/23/PBI/2020,Sistem Pembayaran,https://paralegal.id/pengertian/penyedia-jasa-pembayaran/,OK
Panitia Pengawas Pemilu Luar Negeri,Panitia Pengawas Pemilu Luar Negeri yang selanjutnya disebut Panwaslu LN adalah petugas yang dibentuk oleh Bawaslu untuk mengawasi Penyelenggaraan Pemilu di luar negeri.,Undang-Undang Nomor 7 Tahun 2017,Pemilihan Umum,https://paralegal.id/pengertian/panitia-pengawas-pemilu-luar-negeri/,OK
Anggota Bursa Berjangka,"Anggota Bursa Berjangka adalah Pihak yang mempunyai hak untuk menggunakan sistem dan/atau sarana Bursa Berjangka dan hak untuk melakukan transaksi Kontrak Berjangka, Kontrak Derivatif Syariah, dan/atau Kontrak Derivatif lainnya sesuai dengan peraturan dan tata tertib Bursa Berjangka",Undang-Undang Nomor 10 Tahun 2011,Perubahan atas Undang-Undang Nomor 32 Tahun 1997 tentang Perdagangan Berjangka Komoditi,https://paralegal.id/pengertian/anggota-bursa-berjangka/,OK
Penulis,Penulis adalah setiap orang yang menulis Naskah Buku untuk diterbitkan dalam bentuk Buku.,Undang-Undang Nomor 3 Tahun 2017,Sistem Perbukuan,https://paralegal.id/pengertian/penulis/,OK
Pemerintahan Daerah,Pemerintahan Daerah adalah penyelenggaraan urusan pemerintahan oleh pemerintah daerah dan dewan perwakilan rakyat daerah menurut asas otonomi dan tugas pembantuan dengan prinsip otonomi seluas-luasnya dalam sistem dan prinsip Negara Kesatuan Republik Indonesia sebagaimana dimaksud dalam Undang-Undang Dasar Negara Republik Indonesia Tahun 1945.,Undang-Undang Nomor 23 Tahun 2014,Pemerintahan Daerah,https://paralegal.id/pengertian/pemerintahan-daerah/,OK
Kredit,"Kredit adalah penyediaan uang atau tagihan yang dapat dipersamakan dengan itu, berdasarkan persetujuan atau kesepakatan pinjam-meminjam antara bank dengan pihak lain yang mewajibkan pihak peminjam untuk melunasi utangnya setelah jangka waktu tertentu dengan pemberian bunga;",Undang-Undang Nomor 10 Tahun 1998,Perubahan atas Undang-Undang Nomor 7 Tahun 1992 tentang Perbankan,https://paralegal.id/pengertian/kredit/,OK
Kredit Pajak untuk Pajak Penghasilan,"Kredit Pajak untuk Pajak Penghasilan adalah pajak yang dibayar sendiri oleh Wajib Pajak ditambah dengan pokok pajak yang terutang dalam Surat Tagihan Pajak karena Pajak Penghasilan dalam tahun berjalan tidak atau kurang dibayar, ditambah dengan pajak yang dipotong atau dipungut, ditambah dengan pajak atas penghasilan yang dibayar atau terutang di luar negeri, dikurangi dengan pengembalian pendahuluan kelebihan pajak, yang dikurangkan dari pajak yang terutang",Undang-Undang Nomor 28 Tahun 2007,Perubahan Ketiga atas Undang-Undang Nomor 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan,https://paralegal.id/pengertian/kredit-pajak-untuk-pajak-penghasilan/,OK
Kredit Pajak untuk Pajak Pertambahan Nilai,"Kredit Pajak untuk Pajak Pertambahan Nilai adalah Pajak Masukan yang dapat dikreditkan setelah dikurangi dengan pengembalian pendahuluan kelebihan pajak atau setelah dikurangi dengan pajak yang telah dikompensasikan, yang dikurangkan dari pajak yang terutang",Undang-Undang Nomor 28 Tahun 2007,Perubahan Ketiga atas Undang-Undang Nomor 6 Tahun 1983 tentang Ketentuan Umum dan Tata Cara Perpajakan,https://paralegal.id/pengertian/kredit-pajak-untuk-pajak-pertambahan-nilai/,OK
Kredit Program,"Kredit Program adalah kredit/pembiayaan usaha produktif yang disalurkan oleh lembaga keuangan, badan layanan umum, dan/atau koperasi yang memperoleh fasilitas subsidi dari pemerintah dan/atau kredit/pembiayaan atas penugasan pemerintah.",Peraturan Menteri Keuangan Nomor 12 Tahun 2024,Pedoman Penggunaan Sistem Informasi Kredit Program,https://paralegal.id/pengertian/kredit-program/,OK
Kredit Usaha Alat dan Mesin Pertanian,Kredit Usaha Alat dan Mesin Pertanian yang selanjutnya disebut Kredit Alsintan adalah kredit/pembiayaan investasi yang dikhususkan untuk pembelian Alat dan Mesin Pertanian yang diusahakan sebagai taksi Alat dan Mesin Pertanian yang diberikan oleh penyalur Kredit Alsintan kepada penerima Kredit Alsintan yang memperoleh subsidi bunga dari Pemerintah.,Peraturan Menteri Koordinator Bidang Perekonomian Nomor 3 Tahun 2023,Pedoman Pelaksanaan Kredit Usaha Alat dan Mesin Pertanian,https://paralegal.id/pengertian/kredit-usaha-alat-dan-mesin-pertanian/,OK
Kredit Usaha Rakyat,"Kredit Usaha Rakyat yang selanjutnya disingkat KUR adalah kredit/pembiayaan modal kerja dan/atau investasi kepada debitur individu/perseorangan, badan usaha dan/atau kelompok usaha yang produktif dan layak namun belum memiliki agunan tambahan atau agunan tambahan belum cukup.",Peraturan Menteri Koordinator Bidang Perekonomian Nomor 1 Tahun 2022,Pedoman Pelaksanaan Kredit Usaha Rakyat,https://paralegal.id/pengertian/kredit-usaha-rakyat/,OK
Kreditor Bilateral,Kreditor Bilateral adalah pemerintah negara asing atau lembaga yang ditunjuk oleh pemerintah negara asing atau lembaga yang bertindak untuk pemerintah negara asing yang memberikan pinjaman kepada Pemerintah.,Peraturan Menteri Keuangan Nomor 117/PMK.08/2022,Tata Cara Pengadaan Pinjaman Luar Negeri Tunai,https://paralegal.id/pengertian/kreditor-bilateral/,OK
Kreditor Multilateral,"Kreditor Multilateral adalah lembaga keuangan internasional yang beranggotakan beberapa negara, yang memberikan pinjaman kepada Pemerintah.",Peraturan Menteri Keuangan Nomor 117/PMK.08/2022,Tata Cara Pengadaan Pinjaman Luar Negeri Tunai,https://paralegal.id/pengertian/kreditor-multilateral/,OK
Kreditor Swasta Asing,"Kreditor Swasta Asing yang selanjutnya disingkat KSA adalah lembaga keuangan asing, lembaga keuangan nasional, dan lembaga non-keuangan asing yang berdomisili dan melakukan kegiatan usaha di luar wilayah Negara Republik Indonesia yang memberikan pinjaman kepada Pemerintah berdasarkan perjanjian pinjaman tanpa jaminan dari lembaga penjamin kredit ekspor.",Peraturan Menteri Keuangan Nomor 117/PMK.08/2022,Tata Cara Pengadaan Pinjaman Luar Negeri Tunai,https://paralegal.id/pengertian/kreditor-swasta-asing/,OK
Kreditur Asal,Kreditur Asal adalah lembaga keuangan penerbit kredit/pembiayaan berupa bank atau lembaga keuangan lainnya yang mempunyai aset keuangan.,Peraturan Otoritas Jasa Keuangan Nomor 12/POJK.05/2022,Perubahan atas Peraturan Otoritas Jasa Keuangan Nomor 4/POJK.05/2018 tentang Perusahaan Pembiayaan Sekunder Perumahan,https://paralegal.id/pengertian/kreditur-asal/,OK
Perilaku Pasar,"Perilaku Pasar adalah tindakan yang dilakukan oleh pelaku usaha dalam kapasitasnya sebagai pemasok atau pembeli barang dan atau jasa mencapai tujuan perusahaan, antara lain pencapaian laba, pertumbuhan aset, target penjualan, dan metode persaingan yang digunakan",Undang-Undang Nomor 5 Tahun 1999,Larangan Praktek Monopoli dan Persaingan Usaha Tidak Sehat,https://paralegal.id/pengertian/perilaku-pasar/,OK
Sampel,Sampel adalah sebagian unit yang menjadi penelitian untuk memperkirakan karakteristik suatu populasi,Undang-Undang Nomor 16 Tahun 1997,Statistik,https://paralegal.id/pengertian/sampel/,OK
Pendidikan Kesetaraan,"Pendidikan Kesetaraan adalah program pendidikan nonformal yang menyelenggarakan pendidikan umum setara sekolah dasar/madrasah ibtidaiyah, sekolah menengah pertama/madrasah tsanawiyah, dan sekolah menengah atas/madrasah aliyah yang mencakupi program paket A, paket B, dan paket C serta pendidikan kejuruan setara sekolah menengah kejuruan/madrasah aliyah kejuruan yang berbentuk paket C kejuruan.","Peraturan Menteri Pendidikan, Kebudayaan, Riset, dan Teknologi Nomor 32 Tahun 2022",Standar Teknis Pelayanan Minimal Pendidikan,https://paralegal.id/pengertian/pendidikan-kesetaraan/,OK
Sistem Akuntansi dan Pelaporan Keuangan Pusat,"Sistem Akuntansi dan Pelaporan Keuangan Pusat yang selanjutnya disingkat SiAP adalah serangkaian prosedur manual maupun terkomputerisasi mulai dari pengumpulan data, pencatatan, pengikhtisaran sampai dengan pelaporan posisi keuangan, dan operasi keuangan pada Kementerian Keuangan selaku Kuasa BUN.",Peraturan Menteri Keuangan Nomor 173 Tahun 2023,Sistem Akuntansi dan Pelaporan Keuangan Pusat,https://paralegal.id/pengertian/sistem-akuntansi-dan-pelaporan-keuangan-pusat/,OK
Pencemaran Lingkungan Hidup,"Pencemaran Lingkungan Hidup adalah masuk atau dimasukkannya makhluk hidup, zat, energi, dan/atau komponen lain ke dalam lingkungan hidup oleh kegiatan manusia sehingga melampaui baku mutu lingkungan hidup yang telah ditetapkan",Undang-Undang Nomor 32 Tahun 2009,Perlindungan dan Pengelolaan Lingkungan Hidup,https://paralegal.id/pengertian/pencemaran-lingkungan-hidup/,OK
Kriptografi,"Kriptografi adalah disiplin ilmu yang meliputi prinsip, sarana dan metode untuk menyediakan keamanan informasi, termasuk kerahasiaan, integritas data, autentikasi dan nir-penyangkalan.",Peraturan Badan Siber dan Sandi Negara Nomor 11 Tahun 2024,Penyelenggaraan Algoritma Kriptografi Indonesia dan Penilaian Kesesuaian Keamanan Modul Kriptografi,https://paralegal.id/pengertian/kriptografi/,OK
Krisis Energi,Krisis Energi adalah kondisi kekurangan energi.,Peraturan Presiden Nomor 41 Tahun 2016,Tata Cara Penetapan dan Penanggulangan Krisis Energi dan/atau Darurat Energi,https://paralegal.id/pengertian/krisis-energi/,OK
Krisis Keluarga,"Krisis Keluarga adalah suatu kondisi kehidupan keluarga dalam keadaan tidak stabil, tidak terarah, dan dianggap membahayakan karena dapat membawa perubahan negatif pada struktur dan fungsi Keluarga.",Rancangan Undang-Undang tentang Ketahanan Keluarga,,https://paralegal.id/pengertian/krisis-keluarga/,UU/JUDUL TIDAK DITEMUKAN
Krisis Kesehatan,"Krisis Kesehatan adalah peristiwa akibat faktor alam, nonalam, atau sosial, yang serius dan mendesak yang menimbulkan permasalahan kesehatan pada masyarakat dan membutuhkan respons cepat di luar kebiasaan normal, sementara kapasitas kesehatan setempat tidak memadai.",Peraturan Menteri Kesehatan Nomor 1 Tahun 2026,"Kejadian Luar Biasa, Wabah, dan Krisis Kesehatan",https://paralegal.id/pengertian/krisis-kesehatan/,OK
Krisis Pangan,"Krisis Pangan adalah kondisi kelangkaan Pangan yang dialami sebagian besar masyarakat di suatu wilayah yang disebabkan oleh, antara lain, kesulitan distribusi Pangan, dampak perubahan iklim, bencana alam dan lingkungan, dan konflik sosial, termasuk akibat perang",Undang-Undang Nomor 18 Tahun 2012,Pangan,https://paralegal.id/pengertian/krisis-pangan/,OK
Krisis Siber,"Krisis Siber adalah situasi kedaruratan akibat dari Insiden Siber pada tingkat nasional yang berdampak terhadap keselamatan, keutuhan, dan kedaulatan negara.",Peraturan Presiden Nomor 47 Tahun 2023,Strategi Keamanan Siber Nasional dan Manajemen Krisis Siber,https://paralegal.id/pengertian/krisis-siber/,OK
Krisis Sistem Keuangan,"Krisis Sistem Keuangan adalah kondisi Sistem Keuangan yang gagal menjalankan fungsi dan perannya secara efektif dan efisien, yang ditunjukkan dengan memburuknya berbagai indikator ekonomi dan keuangan.",Undang-Undang Nomor 9 Tahun 2016,Pencegahan dan Penanganan Krisis Sistem Keuangan,https://paralegal.id/pengertian/krisis-sistem-keuangan/,OK
Kriteria Algoritma Kriptografi Indonesia,Kriteria Algoritma Kriptografi Indonesia adalah ukuran yang menjadi dasar dalam kegiatan pendataan dan penilaian Algoritma Kriptografi yang terdiri dari kriteria umum dan kriteria khusus.,Peraturan Badan Siber dan Sandi Negara Nomor 11 Tahun 2024,Penyelenggaraan Algoritma Kriptografi Indonesia dan Penilaian Kesesuaian Keamanan Modul Kriptografi,https://paralegal.id/pengertian/kriteria-algoritma-kriptografi-indonesia/,OK
Kriteria Baku Kerusakan Lingkungan Hidup,"Kriteria Baku Kerusakan Lingkungan Hidup adalah ukuran batas perubahan sifat fisik, kimia, dan/atau hayati lingkungan hidup yang dapat ditenggang oleh lingkungan hidup untuk dapat tetap melestarikan fungsinya",Undang-Undang Nomor 32 Tahun 2009,Perlindungan dan Pengelolaan Lingkungan Hidup,https://paralegal.id/pengertian/kriteria-baku-kerusakan-lingkungan-hidup/,OK
Kualifikasi Akademik,"Kualifikasi Akademik adalah ijazah jenjang pendidikan akademik yang harus dimiliki oleh guru atau dosen sesuai dengan jenis, jenjang, dan satuan pendidikan formal di tempat penugasan",Undang-Undang Nomor 14 Tahun 2005,Guru dan Dosen,https://paralegal.id/pengertian/kualifikasi-akademik/,OK
Inspeksi Farmakovigilans,Inspeksi Farmakovigilans adalah pemeriksaan resmi yang dilakukan oleh Badan Pengawas Obat dan Makanan untuk memastikan penerapan Farmakovigilans oleh Industri Farmasi atau Pelaksana Farmakovigilans yang ditunjuk.,Peraturan Badan Pengawas Obat dan Makanan Nomor 15 Tahun 2022,Penerapan Farmakovigilans,https://paralegal.id/pengertian/inspeksi-farmakovigilans/,OK
Rencana Bisnis Sistem Pembayaran,Rencana Bisnis Sistem Pembayaran yang selanjutnya disingkat RBSP adalah dokumen tertulis yang memuat rencana kegiatan usaha dan rencana pengembangan di bidang Sistem Pembayaran dalam jangka pendek dan strategi untuk merealisasikan rencana tersebut serta realisasi rencana kegiatan usaha dan rencana pengembangan di bidang Sistem Pembayaran tahun sebelumnya.,Peraturan Bank Indonesia Nomor 10 Tahun 2025,Pengaturan Industri Sistem Pembayaran,https://paralegal.id/pengertian/rencana-bisnis-sistem-pembayaran/,OK
Volume Pengambilan Air Tanah,"Volume Pengambilan Air Tanah yang selanjutnya disebut Volume Pengambilan adalah jumlah Air Tanah dalam satuan meter kubik yang diambil dari sumur gali, sumur pasak, atau sumur bor.",Peraturan Menteri Energi dan Sumber Daya Mineral Nomor 5 Tahun 2024,Pedoman Penetapan Nilai Perolehan Air Tanah,https://paralegal.id/pengertian/volume-pengambilan-air-tanah/,OK
Asuransi Sosial,Asuransi Sosial adalah suatu mekanisme pengumpulan dana yang bersifat wajib yang berasal dari iuran guna memberikan perlindungan atas risiko sosial ekonomi yang menimpa peserta dan/atau anggota keluarganya,Undang-Undang Nomor 40 Tahun 2004,Sistem Jaminan Sosial Nasional,https://paralegal.id/pengertian/asuransi-sosial/,OK
Pengakhiran Transaksi Keuangan melalui Perjumpaan Utang,"Pengakhiran Transaksi Keuangan melalui Perjumpaan Utang yang selanjutnya disebut Close-Out Netting adalah proses pengakhiran awal (early termination), penghitungan nilai (valuasi), dan perjumpaan utang atas seluruh transaksi Derivatif di pasar keuangan antara para pihak dalam 1 (satu) perjanjian induk untuk menghasilkan 1 (satu) nilai (single amount) yang dapat ditagihkan kepada salah satu pihak.",Peraturan Bank Indonesia Nomor 12 Tahun 2023,Penerbitan Instrumen Pasar Uang dan Transaksi Pasar Uang,https://paralegal.id/pengertian/pengakhiran-transaksi-keuangan-melalui-perjumpaan-utang/,OK
Kualitas Hidup Perempuan,"Kualitas Hidup Perempuan adalah upaya perbaikan kondisi fisik dan mental perempuan dalam pemenuhan hak dan kebutuhan hidupnya sebagai bagian hak asasi manusia dari berbagai bidang pembangunan, terutama pendidikan, kesehatan, ekonomi, ilmu pengetahuan dan teknologi, sosial budaya, politik, hukum, dan lingkungan hidup.",Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 3 Tahun 2023,Penyelenggaraan Urusan Pemerintahan Konkuren Bidang Pemberdayaan Perempuan dan Perlindungan Anak,https://paralegal.id/pengertian/kualitas-hidup-perempuan/,OK
Kualitas Keluarga,"Kualitas Keluarga adalah kondisi Keluarga yang ditentukan dari dimensi kualitas legalitas dan struktur, kualitas ketahanan fisik, kualitas ketahanan ekonomi, kualitas ketahanan sosial psikologi, dan kualitas ketahanan sosial budaya dalam mewujudkan kesetaraan gender dan hak anak.",Peraturan Menteri Pemberdayaan Perempuan dan Perlindungan Anak Nomor 7 Tahun 2022,Peningkatan Kualitas Keluarga dalam Pembangunan Pemberdayaan Perempuan dan Perlindungan Anak,https://paralegal.id/pengertian/kualitas-keluarga/,OK
Kualitas Penduduk,"Kualitas Penduduk adalah kondisi penduduk dalam aspek fisik dan nonfisik yang meliputi derajat kesehatan, pendidikan, pekerjaan, produktivitas, tingkat sosial, ketahanan, kemandirian, kecerdasan, sebagai ukuran dasar untuk mengembangkan kemampuan dan menikmati kehidupan sebagai manusia yang bertakwa, berbudaya, berkepribadian, berkebangsaan dan hidup layak.",Undang-Undang Nomor 52 Tahun 2009,Perkembangan Kependudukan dan Pembangunan Keluarga,https://paralegal.id/pengertian/kualitas-penduduk/,OK
Kualitas Piutang Pembiayaan Bermasalah (Non Performing Financing) Neto,"Kualitas Piutang Pembiayaan Bermasalah (Non Performing Financing) Neto yang selanjutnya disebut NPF Neto adalah piutang pembiayaan yang terdiri dari piutang pembiayaan dengan kualitas kurang lancar, diragukan, dan macet, setelah dikurangi cadangan penyisihan penghapusan piutang pembiayaan untuk piutang pembiayaan yang terdiri dari piutang pembiayaan dengan kualitas kurang lancar, diragukan, dan macet.",Peraturan Otoritas Jasa Keuangan Nomor 35/POJK.05/2018,Penyelenggaraan Usaha Perusahaan Pembiayaan,https://paralegal.id/pengertian/kualitas-piutang-pembiayaan-bermasalah-non-performing-financing-neto/,OK
Kualitas Udara Ekstrem,"Kualitas Udara Ekstrem adalah kondisi kualitas udara yang menunjukkan kondisi tidak sehat, sangat tidak sehat dan berbahaya bagi manusia serta lingkungan hidup.","Peraturan Badan Meteorologi, Klimatologi, dan Geofisika Nomor 6 Tahun 2023",Penyediaan dan Penyebarluasan Peringatan Dini Kualitas Udara Ekstrem,https://paralegal.id/pengertian/kualitas-udara-ekstrem/,OK
Kuasa Asuh,"Kuasa Asuh adalah kekuasaan Orang Tua untuk mengasuh, mendidik, memelihara, membina, melindungi, dan menumbuhkembangkan Anak sesuai dengan agama yang dianutnya dan sesuai dengan kemampuan, bakat, serta minatnya.",Undang-Undang Nomor 35 Tahun 2014,Perubahan atas Undang-Undang Nomor 23 Tahun 2002 tentang Perlindungan Anak,https://paralegal.id/pengertian/kuasa-asuh/,OK
